Epoch,Value
0,885.0945080286524
1,874.4270893299179
2,869.2524102180262
3,861.8652501455995
4,861.8652501455995
5,861.8652501455995
6,861.8652501455995
7,846.4589654106388
8,830.2027324093317
9,830.2027324093317
10,830.2027324093317
11,830.2027324093317
12,830.2027324093317
13,830.2027324093317
14,830.2027324093317
15,830.2027324093317
16,830.2027324093317
17,830.2027324093317
18,817.8345060721449
19,817.8345060721449
20,817.8345060721449
21,817.8345060721449
22,817.8345060721449
23,817.8345060721449
24,817.8345060721449
25,817.8345060721449
26,817.8345060721449
27,817.8345060721449
28,817.8345060721449
29,817.8345060721449
30,817.8345060721449
31,817.8345060721449
32,811.6259884192857
33,811.6259884192857
34,811.6259884192857
35,811.6259884192857
36,811.6259884192857
37,804.9819299227133
38,804.9819299227133
39,804.9819299227133
40,804.9819299227133
41,804.9819299227133
42,804.9819299227133
43,804.9819299227133
44,804.9819299227133
45,804.9819299227133
46,804.4184373905782
47,804.4184373905782
48,804.4184373905782
49,804.4184373905782
50,804.4184373905782
51,804.4184373905782
52,804.4184373905782
53,804.4184373905782
54,804.4184373905782
55,804.4184373905782
56,804.4184373905782
57,804.4184373905782
58,804.4184373905782
59,804.4184373905782
60,804.4184373905782
61,804.4184373905782
62,804.4184373905782
63,804.4184373905782
64,804.4184373905782
65,804.4184373905782
66,804.4184373905782
67,786.7580813492038
68,786.7580813492038
69,786.7580813492038
70,786.7580813492038
71,786.7580813492038
72,786.7580813492038
73,786.7580813492038
74,786.7580813492038
75,786.7580813492038
76,786.7580813492038
77,786.7580813492038
78,786.7580813492038
79,786.7580813492038
80,786.7580813492038
81,786.7580813492038
82,786.7580813492038
83,786.7580813492038
84,786.7580813492038
85,786.7580813492038
86,786.7580813492038
87,786.7580813492038
88,786.7580813492038
89,786.7580813492038
90,786.7580813492038
91,786.7580813492038
92,786.7580813492038
93,786.7580813492038
94,786.7580813492038
95,786.7580813492038
96,786.7580813492038
97,786.7580813492038
98,786.7580813492038
99,786.7580813492038
100,786.7580813492038
101,786.7580813492038
102,786.7580813492038
103,786.7580813492038
104,786.7580813492038
105,786.7580813492038
106,786.7580813492038
107,786.7580813492038
108,786.7580813492038
109,786.7580813492038
110,786.7580813492038
111,786.7580813492038
112,786.7580813492038
113,786.7580813492038
114,786.7580813492038
115,786.7580813492038
116,786.7580813492038
117,786.7580813492038
118,786.7580813492038
119,786.7580813492038
120,786.7580813492038
121,786.7580813492038
122,786.7580813492038
123,786.7580813492038
124,786.7580813492038
125,786.7580813492038
126,786.7580813492038
127,786.7580813492038
128,786.7580813492038
129,786.7580813492038
130,786.7580813492038
131,786.7580813492038
132,786.7580813492038
133,786.7580813492038
134,786.7580813492038
135,786.7580813492038
136,786.7580813492038
137,786.7580813492038
138,786.7580813492038
139,786.7580813492038
140,786.7580813492038
141,786.7580813492038
142,786.7580813492038
143,786.7580813492038
144,786.7580813492038
145,786.7580813492038
146,786.7580813492038
147,786.7580813492038
148,786.7580813492038
149,785.570989720298
150,785.570989720298
151,780.3387525296647
152,780.3387525296647
153,780.3387525296647
154,780.3387525296647
155,780.3387525296647
156,780.3387525296647
157,780.3387525296647
158,780.3387525296647
159,780.3387525296647
160,780.3387525296647
161,780.3387525296647
162,780.3387525296647
163,780.3387525296647
164,780.3387525296647
165,780.3387525296647
166,780.3387525296647
167,780.3387525296647
168,780.3387525296647
169,780.3387525296647
170,780.3387525296647
171,780.3387525296647
172,780.3387525296647
173,780.3387525296647
174,780.3387525296647
175,780.3387525296647
176,780.3387525296647
177,780.3387525296647
178,780.3387525296647
179,780.3387525296647
180,780.3387525296647
181,780.3387525296647
182,780.3387525296647
183,780.3387525296647
184,780.3387525296647
185,780.3387525296647
186,780.3387525296647
187,780.3387525296647
188,780.3387525296647
189,780.3387525296647
190,780.3387525296647
191,780.3387525296647
192,780.3387525296647
193,780.3387525296647
194,780.3387525296647
195,780.3387525296647
196,780.3387525296647
197,780.3387525296647
198,780.3387525296647
199,780.3387525296647
200,780.3387525296647
201,780.3387525296647
202,780.3387525296647
203,780.3387525296647
204,780.3387525296647
205,780.3387525296647
206,780.3387525296647
207,780.3387525296647
208,780.3387525296647
209,780.3387525296647
210,780.3387525296647
211,780.3387525296647
212,780.3387525296647
213,780.3387525296647
214,780.3387525296647
215,780.3387525296647
216,780.3387525296647
217,780.3387525296647
218,780.3387525296647
219,780.3387525296647
220,780.3387525296647
221,780.3387525296647
222,780.3387525296647
223,780.3387525296647
224,776.4301655305916
225,776.4301655305916
226,776.4301655305916
227,774.0819646932624
228,774.0819646932624
229,771.3677606880625
230,767.7686799012101
231,767.7686799012101
232,767.7686799012101
233,767.7686799012101
234,767.7686799012101
235,767.7686799012101
236,767.7686799012101
237,767.7686799012101
238,767.7686799012101
239,767.7686799012101
240,767.7686799012101
241,767.7686799012101
242,767.7686799012101
243,767.7686799012101
244,767.7686799012101
245,767.7686799012101
246,767.7686799012101
247,767.7686799012101
248,767.7686799012101
249,767.7686799012101
250,767.7686799012101
251,767.7686799012101
252,767.7686799012101
253,767.7686799012101
254,767.7686799012101
255,767.7686799012101
256,767.7686799012101
257,767.7686799012101
258,767.7686799012101
259,767.7686799012101
260,767.7686799012101
261,767.7686799012101
262,767.7686799012101
263,767.7686799012101
264,767.7686799012101
265,767.7686799012101
266,767.7686799012101
267,767.7686799012101
268,767.7686799012101
269,767.7686799012101
270,767.7686799012101
271,767.7686799012101
272,767.7686799012101
273,767.7686799012101
274,767.7686799012101
275,767.7686799012101
276,767.7686799012101
277,767.7686799012101
278,767.7686799012101
279,767.7686799012101
280,767.7686799012101
281,767.7686799012101
282,767.7686799012101
283,767.7686799012101
284,767.7686799012101
285,767.7686799012101
286,767.7686799012101
287,767.7686799012101
288,767.7686799012101
289,767.7686799012101
290,767.7686799012101
291,767.7686799012101
292,767.7686799012101
293,767.7686799012101
294,767.7686799012101
295,767.7686799012101
296,767.7686799012101
297,767.7686799012101
298,767.7686799012101
299,767.7686799012101
300,767.7686799012101
301,767.7686799012101
302,767.7686799012101
303,767.7686799012101
304,767.7686799012101
305,767.7686799012101
306,767.7686799012101
307,767.7686799012101
308,767.7686799012101
309,767.7686799012101
310,767.7686799012101
311,767.7686799012101
312,767.7686799012101
313,767.7686799012101
314,767.7686799012101
315,767.7686799012101
316,767.7686799012101
317,767.7686799012101
318,763.2042573137666
319,763.2042573137666
320,763.2042573137666
321,763.2042573137666
322,763.2042573137666
323,763.2042573137666
324,763.2042573137666
325,763.2042573137666
326,763.2042573137666
327,748.1065513786697
328,748.1065513786697
329,748.1065513786697
330,748.1065513786697
331,748.1065513786697
332,748.1065513786697
333,748.1065513786697
334,748.1065513786697
335,748.1065513786697
336,748.1065513786697
337,748.1065513786697
338,748.1065513786697
339,748.1065513786697
340,748.1065513786697
341,748.1065513786697
342,748.1065513786697
343,748.1065513786697
344,748.1065513786697
345,748.1065513786697
346,748.1065513786697
347,748.1065513786697
348,748.1065513786697
349,748.1065513786697
350,748.1065513786697
351,748.1065513786697
352,748.1065513786697
353,748.1065513786697
354,748.1065513786697
355,748.1065513786697
356,748.1065513786697
357,748.1065513786697
358,748.1065513786697
359,748.1065513786697
360,748.1065513786697
361,748.1065513786697
362,748.1065513786697
363,748.1065513786697
364,748.1065513786697
365,748.1065513786697
366,748.1065513786697
367,748.1065513786697
368,748.1065513786697
369,748.1065513786697
370,748.1065513786697
371,748.1065513786697
372,748.1065513786697
373,748.1065513786697
374,748.1065513786697
375,748.1065513786697
376,748.1065513786697
377,748.1065513786697
378,748.1065513786697
