Epoch,Value
0,1746.5299999999995
1,1654.1700000000003
2,1606.0400000000006
3,1606.0400000000006
4,1606.0400000000006
5,1606.0400000000006
6,1606.0400000000006
7,1606.0400000000006
8,1554.51
9,1524.3500000000006
10,1524.3500000000006
11,1524.3500000000006
12,1506.21
13,1506.21
14,1506.21
15,1506.21
16,1506.21
17,1506.21
18,1490.49
19,1490.49
20,1477.3600000000001
21,1477.3600000000001
22,1477.3600000000001
23,1477.3600000000001
24,1477.3600000000001
25,1477.3600000000001
26,1477.3600000000001
27,1385.1200000000006
28,1385.1200000000006
29,1385.1200000000006
30,1385.1200000000006
31,1385.1200000000006
32,1385.1200000000006
33,1385.1200000000006
34,1385.1200000000006
35,1385.1200000000006
36,1385.1200000000006
37,1385.1200000000006
38,1371.55
39,1371.55
40,1371.55
41,1274.0600000000002
42,1274.0600000000002
43,1274.0600000000002
44,1274.0600000000002
45,1274.0600000000002
46,1274.0600000000002
47,1274.0600000000002
48,1274.0600000000002
49,1274.0600000000002
50,1274.0600000000002
51,1274.0600000000002
52,1274.0600000000002
53,1274.0600000000002
54,1264.6100000000001
55,1264.6100000000001
56,1264.6100000000001
57,1264.6100000000001
58,1264.6100000000001
59,1264.6100000000001
60,1264.6100000000001
61,1264.6100000000001
62,1264.6100000000001
63,1264.6100000000001
64,1264.6100000000001
65,1264.6100000000001
66,1264.6100000000001
67,1264.6100000000001
68,1264.6100000000001
69,1264.6100000000001
70,1264.6100000000001
71,1264.6100000000001
72,1264.6100000000001
73,1264.6100000000001
74,1264.6100000000001
75,1264.6100000000001
76,1264.6100000000001
77,1264.6100000000001
78,1264.6100000000001
79,1264.6100000000001
80,1264.6100000000001
81,1264.6100000000001
82,1264.6100000000001
83,1260.41
84,1260.41
85,1260.41
86,1260.41
87,1260.41
88,1260.41
89,1260.41
90,1260.41
91,1260.41
92,1260.41
93,1260.41
94,1260.41
95,1260.41
96,1260.41
97,1260.41
98,1260.41
99,1260.41
100,1260.41
101,1260.41
102,1260.41
103,1260.41
104,1260.41
105,1260.41
106,1260.41
107,1260.41
108,1260.41
109,1260.41
110,1260.41
111,1260.41
112,1260.41
113,1260.41
114,1260.41
115,1260.41
116,1260.41
117,1260.41
118,1260.41
119,1260.41
120,1260.41
121,1260.41
122,1260.41
123,1260.41
124,1260.41
125,1260.41
126,1260.41
127,1260.41
128,1260.41
129,1227.25
130,1227.25
131,1227.25
132,1227.25
133,1227.25
134,1227.25
135,1227.25
136,1227.25
137,1222.6799999999998
138,1222.6799999999998
139,1222.6799999999998
140,1222.6799999999998
141,1222.6799999999998
142,1222.6799999999998
143,1222.6799999999998
144,1222.6799999999998
145,1222.6799999999998
146,1222.6799999999998
147,1222.6799999999998
148,1222.6799999999998
149,1222.6799999999998
150,1222.6799999999998
151,1222.6799999999998
152,1222.6799999999998
153,1222.6799999999998
154,1222.6799999999998
155,1222.6799999999998
156,1222.6799999999998
157,1222.6799999999998
158,1222.6799999999998
159,1222.6799999999998
160,1222.6799999999998
161,1222.6799999999998
162,1222.6799999999998
163,1222.6799999999998
164,1222.6799999999998
165,1222.6799999999998
166,1222.6799999999998
167,1222.6799999999998
168,1222.6799999999998
169,1222.6799999999998
170,1222.6799999999998
171,1222.6799999999998
172,1222.6799999999998
173,1222.6799999999998
