population;mutation factor;crossover chance;selection;succession;crossover mode;score
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;818.4703729992435
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;809.4990002136591
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;798.4100075651006
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;814.4466163417992
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;814.1698211714553
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;809.7721960102242
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;804.7528325841337
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;815.6037079385272
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;787.1573374010418
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;799.5770157947928
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;818.0352790148942
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;818.6133679713483
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;817.2223468708258
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;799.2952664487608
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;791.6659975228531
21;0.9514709072424463;0.8747175409115653;rand;best;hor-slice;821.5317473110608
19;0.19393840842082544;0.2746173254193166;rand;best;avg;818.7330413958309
19;0.19393840842082544;0.2746173254193166;rand;best;avg;823.6078565060004
19;0.19393840842082544;0.2746173254193166;rand;best;avg;830.1817876262774
19;0.19393840842082544;0.2746173254193166;rand;best;avg;803.746527558172
19;0.19393840842082544;0.2746173254193166;rand;best;avg;815.9261306125127
19;0.19393840842082544;0.2746173254193166;rand;best;avg;817.9649835420065
19;0.19393840842082544;0.2746173254193166;rand;best;avg;795.9698535802404
19;0.19393840842082544;0.2746173254193166;rand;best;avg;826.4675901366654
19;0.19393840842082544;0.2746173254193166;rand;best;avg;821.1857864024248
19;0.19393840842082544;0.2746173254193166;rand;best;avg;823.1342575207666
19;0.19393840842082544;0.2746173254193166;rand;best;avg;833.136217675214
19;0.19393840842082544;0.2746173254193166;rand;best;avg;802.5260355908476
19;0.19393840842082544;0.2746173254193166;rand;best;avg;829.0834586037713
19;0.19393840842082544;0.2746173254193166;rand;best;avg;818.5554258713006
19;0.19393840842082544;0.2746173254193166;rand;best;avg;810.3890237009605
19;0.19393840842082544;0.2746173254193166;rand;best;avg;804.3008144993396
19;0.19393840842082544;0.2746173254193166;rand;best;avg;814.332760745479
19;0.19393840842082544;0.2746173254193166;rand;best;avg;822.947185475128
19;0.19393840842082544;0.2746173254193166;rand;best;avg;806.9346072075044
19;0.19393840842082544;0.2746173254193166;rand;best;avg;799.090529419431
19;0.19393840842082544;0.2746173254193166;rand;best;avg;833.6828826516025
19;0.19393840842082544;0.2746173254193166;rand;best;avg;814.5324953593217
19;0.19393840842082544;0.2746173254193166;rand;best;avg;811.1768307914446
19;0.19393840842082544;0.2746173254193166;rand;best;avg;811.6779271159754
19;0.19393840842082544;0.2746173254193166;rand;best;avg;799.8850772200451
19;0.19393840842082544;0.2746173254193166;rand;best;avg;806.849575289351
19;0.19393840842082544;0.2746173254193166;rand;best;avg;796.4946864576722
19;0.19393840842082544;0.2746173254193166;rand;best;avg;822.596338436656
19;0.19393840842082544;0.2746173254193166;rand;best;avg;819.5000443988176
19;0.19393840842082544;0.2746173254193166;rand;best;avg;814.8780383049062
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;799.5443483526454
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;807.5435923286022
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;791.4790896267323
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;787.4748760796497
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;792.3421569419679
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;789.489292064159
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;810.1814915245972
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;804.0480228362892
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;800.3553914810288
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;801.9320350007703
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;781.7275117899701
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;794.4673498419803
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;815.4784303734364
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;821.0037481064161
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;804.8015415447579
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;790.8376006103687
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;802.2057816124324
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;798.1838028890603
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;793.213853712675
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;799.9672229709666
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;803.2544275874415
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;795.9994866397967
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;789.4013294331659
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;808.822745680735
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;776.2809581882099
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;808.4284119294566
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;799.9356217551612
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;786.7368233725391
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;782.5454590248911
19;0.654819837238468;0.8082539254563226;exp;best;hor-slice;791.0185920040805
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;836.0192064951206
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;816.7307344051609
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;817.1147879757981
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;810.7255048191018
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;798.3267078135532
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;828.4818269908048
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;820.0614299974446
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;833.7896013107083
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;814.6852948457805
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;804.3255708052338
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;834.2952459108478
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;827.4004908251363
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;804.0867589122073
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;815.7866623491183
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;789.3849227981044
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;797.4828278805717
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;809.2042649269333
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;797.6669145823216
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;797.2540914273538
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;807.8617999905255
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;801.9242092152301
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;802.2414556223945
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;814.6346063191567
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;807.6935102709427
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;801.4935395815024
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;824.8714857877503
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;803.226425140809
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;829.9351357751066
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;804.9797845707184
2;0.7380657265868698;0.6776386934632557;rand;tourny;hor-slice;810.8823917433546
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;815.6711701118727
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;812.1251414746409
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;810.2088526278828
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;817.927329489347
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;813.27662000236
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;816.1589895013374
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;824.1702012774417
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;809.0247140344467
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;795.9068519807709
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;790.49612790906
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;782.2213288350143
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;811.4721458148811
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;803.7483987291482
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;818.4021974869646
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;824.6488978122488
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;811.5615913418058
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;819.3762540406987
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;819.9349290522856
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;817.1423557446004
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;806.8471894885673
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;817.3920900582473
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;824.5312854579355
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;809.3227035834242
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;818.1490942358699
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;807.1012215642946
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;805.4369322511757
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;801.3755640548623
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;814.4601576205048
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;823.953811611984
18;0.416238480112995;0.7880429032340895;rand;tourny;avg;797.9310691510299
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;829.2613126208936
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;785.9099124482879
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;773.271274973285
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;787.6431404908695
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;803.6880607077313
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;805.3762813261256
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;809.2545575817513
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;823.4156740517844
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;804.350861958995
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;842.8003422045788
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;819.4906691837612
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;835.1406382719274
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;830.0557619364442
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;812.5565838424262
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;769.6595674704191
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;790.4441264997785
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;816.5038277161697
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;816.7584591218932
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;824.1893973969211
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;788.6116712032567
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;795.5410869116197
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;830.599762027752
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;834.3003502861026
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;799.9482816512657
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;786.7316946036138
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;809.1396206894502
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;828.9370462261381
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;805.2546828005059
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;798.0204064431684
16;0.1259274670977404;0.13040970596702572;rand;best;hor-slice;776.4189858609034
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;806.498103888422
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;787.0114710754196
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;783.42214333765
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;800.7089372063484
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;807.9285449825144
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;788.1093214806423
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;796.3130333558996
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;795.9640882385232
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;791.8985196448034
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;812.0877964985676
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;799.7954232078614
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;810.8057325626838
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;799.0647727060034
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;793.3021849167008
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;787.0895953306178
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;800.4445626602649
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;809.6238574981573
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;804.7036648698602
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;806.9517620367334
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;818.9612608474029
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;801.4279384867953
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;796.489130922883
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;785.8382168064071
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;804.2657029725383
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;800.1177178729704
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;794.9705778383304
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;810.7067634604282
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;827.2975258572138
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;793.3268532859961
4;0.5327741307771303;0.7323346381738345;rand;tourny;hor-slice;786.0083205458607
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;794.5407985483507
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;808.5500093732389
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;805.0419624976822
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;812.9727507141015
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;828.448676676059
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;795.6061330975346
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;795.3999707217095
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;823.0154174956544
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;822.5762709514916
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;803.5862924693279
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;816.239141733807
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;809.1993599246763
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;825.4524066360592
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;829.4629168496309
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;806.7330511673332
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;786.2783762957195
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;786.7629943227893
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;827.4647428314552
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;803.9427043080743
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;809.3325298926261
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;793.1437718042728
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;816.527407788099
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;803.6498213666496
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;808.7784897927293
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;816.7291569860547
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;814.7945726761644
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;816.3156539057304
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;787.3963548934745
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;818.3903814478062
15;0.18517567328348816;0.5605413482038718;rand;tourny;avg;815.098265604403
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;788.309178193279
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;819.7552109214159
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;832.9326341923718
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;831.018054685311
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;819.4232423303431
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;819.7067122807831
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;830.3823541589345
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;800.8998320431327
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;818.7684335970976
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;823.6096179859447
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;811.2493029805009
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;817.4486425984057
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;815.5769596192936
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;817.276793596713
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;813.9297134803436
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;808.5413771707462
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;806.445299423119
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;800.2181947249284
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;817.7238482021273
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;817.951190202245
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;799.6728492539681
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;794.8510762608219
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;797.0569523568662
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;800.8920950730834
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;834.5478980196287
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;799.9915865819394
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;820.707952026399
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;819.2879772312185
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;813.3147077874992
13;0.5611084612514929;0.40451617219761493;rand;tourny;vert-slice;816.3713799284448
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;790.6307788586133
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;808.9030408086055
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;802.413698078971
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;817.5245386414697
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;810.8908918923413
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;822.582700021185
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;806.8894005580231
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;810.8785476374367
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;809.658948512549
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;796.8814348642037
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;786.8485420441177
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;799.886051519146
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;779.0792972657732
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;817.924888449407
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;835.2383075677894
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;791.2832368504645
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;814.9276057974138
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;796.4405711439204
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;805.2129827211436
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;821.0990368431932
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;812.7839647585071
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;817.2086023204558
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;832.3511374535735
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;785.8805054746847
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;781.7635719796517
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;819.7979426853461
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;815.5518023721611
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;802.1378556876405
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;816.4605616755678
7;0.28667657299476945;0.14189429940765774;rand;tourny;hor-slice;803.2562415718534
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;824.0094342400448
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;820.2523562046126
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;774.1616643851164
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;839.2930057383614
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;798.8326809884621
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;813.5250372690635
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;864.5608376531128
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;823.1645096436056
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;786.5229120048044
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;837.5317380588216
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;806.4927785380105
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;835.847277355202
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;832.6804619903544
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;821.4070619430248
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;808.3570506538183
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;812.6760216345687
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;819.6285767360117
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;797.7032448872021
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;818.8448512726723
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;808.0237922744069
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;820.0464423382303
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;826.9669368492611
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;818.9833593853036
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;806.9282611132284
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;815.1216673349538
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;806.8453350256414
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;801.2657678637612
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;775.7947811806988
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;835.9324369302644
2;0.14514706549381373;0.1205702467912183;rand;tourny;avg;817.3522978799439
17;0.9103837925550744;0.20700195255424125;exp;best;avg;830.8423733605258
17;0.9103837925550744;0.20700195255424125;exp;best;avg;806.2536592232306
17;0.9103837925550744;0.20700195255424125;exp;best;avg;825.2183544348936
17;0.9103837925550744;0.20700195255424125;exp;best;avg;835.2458075111418
17;0.9103837925550744;0.20700195255424125;exp;best;avg;813.6419063212282
17;0.9103837925550744;0.20700195255424125;exp;best;avg;802.5541780901185
17;0.9103837925550744;0.20700195255424125;exp;best;avg;829.2540394366547
17;0.9103837925550744;0.20700195255424125;exp;best;avg;830.155760089383
17;0.9103837925550744;0.20700195255424125;exp;best;avg;824.1737938834734
17;0.9103837925550744;0.20700195255424125;exp;best;avg;821.0674830625243
17;0.9103837925550744;0.20700195255424125;exp;best;avg;827.2119959324989
17;0.9103837925550744;0.20700195255424125;exp;best;avg;830.1818478325285
17;0.9103837925550744;0.20700195255424125;exp;best;avg;832.4285174174915
17;0.9103837925550744;0.20700195255424125;exp;best;avg;846.8637601234653
17;0.9103837925550744;0.20700195255424125;exp;best;avg;833.1378070673701
17;0.9103837925550744;0.20700195255424125;exp;best;avg;829.1058967067999
17;0.9103837925550744;0.20700195255424125;exp;best;avg;834.4406890361317
17;0.9103837925550744;0.20700195255424125;exp;best;avg;844.7001228279308
17;0.9103837925550744;0.20700195255424125;exp;best;avg;834.2739738745464
17;0.9103837925550744;0.20700195255424125;exp;best;avg;851.4150066651499
17;0.9103837925550744;0.20700195255424125;exp;best;avg;801.4856700736302
17;0.9103837925550744;0.20700195255424125;exp;best;avg;823.6169763931507
17;0.9103837925550744;0.20700195255424125;exp;best;avg;825.2957609560757
17;0.9103837925550744;0.20700195255424125;exp;best;avg;834.8257040737526
17;0.9103837925550744;0.20700195255424125;exp;best;avg;814.6147402558161
17;0.9103837925550744;0.20700195255424125;exp;best;avg;835.9016403059014
17;0.9103837925550744;0.20700195255424125;exp;best;avg;840.1884868580363
17;0.9103837925550744;0.20700195255424125;exp;best;avg;823.9627252614561
17;0.9103837925550744;0.20700195255424125;exp;best;avg;824.1861187444875
17;0.9103837925550744;0.20700195255424125;exp;best;avg;819.0502264281542
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;816.9598458813934
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;822.0673884855769
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;814.9905966545316
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;804.871219778631
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;809.1013653365515
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;828.6463250984856
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;828.0733113560628
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;811.633554548075
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;828.9417608633923
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;801.9804686380157
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;817.5623081700394
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;818.4846973587181
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;822.9654689873148
12;0.7926261392943367;0.3143550347031431;exp;tourny;hor-slice;813.7983348864611
