population;mutation factor;crossover chance;selection;succession;crossover mode;score
5;0.682546735602984;0.9777483885090303;rand;tourny;hor-slice;809.78
5;0.682546735602984;0.9777483885090303;rand;tourny;hor-slice;765.96
5;0.682546735602984;0.9777483885090303;rand;tourny;hor-slice;773.31
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;762.04
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;792.82
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;743.17
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;781.6
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;761.48
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;774.98
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;776.22
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;766.45
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;766.03
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;759.97
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;794.45
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;751.05
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;750.89
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;775.83
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;779.37
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;767.7
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;755.75
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;754.04
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;792.79
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;773.42
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;756.52
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;756.73
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;733.73
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;788.3
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;776.45
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;776.72
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;775.82
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;768.5
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;742.88
22;0.1016122270180222;0.49603308744204777;rand;best;hor-slice;767.39
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;688.3
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;670.39
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;684.77
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;620.64
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;700.62
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;635.06
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;694.73
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;663.96
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;646.7
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;650.63
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;682.65
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;680.12
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;741.66
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;691.42
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;681.22
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;700.86
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;683.42
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;715.29
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;668.38
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;646.55
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;703.13
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;776.7
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;696.46
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;684.13
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;808.78
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;668.92
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;656.87
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;700.14
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;699.87
22;0.00920185980836008;0.5529632933560192;rand;best;vert-slice;741.96
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;825.55
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;806.47
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;836.4
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;811.24
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;782.8
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;810.9
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;853.68
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;774.94
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;789.5
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;822.54
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;804.04
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;838.13
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;820.7
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;786.05
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;837.75
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;786.64
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;814.38
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;819.32
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;836.1
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;822.95
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;778.72
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;769.57
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;818.67
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;832.28
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;778.59
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;819.38
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;859.68
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;812.3
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;812.32
10;0.13997909820003185;0.008732309965699847;rand;tourny;hor-slice;854.05
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;793.76
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;833.79
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;843.84
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;808.74
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;818.76
23;0.02389608336288873;0.6830705923085667;rand;tourny;avg;831.44
