Epoch,Value
0,2575.9438990425406
1,2575.9438990425406
2,2575.9438990425406
3,2556.631867651901
4,2556.631867651901
5,2556.631867651901
6,2556.631867651901
7,2556.631867651901
8,2555.864978108853
9,2525.117063318308
10,2525.117063318308
11,2525.117063318308
12,2525.117063318308
13,2525.117063318308
14,2525.117063318308
15,2525.117063318308
16,2525.117063318308
17,2525.117063318308
18,2525.117063318308
19,2525.117063318308
20,2525.117063318308
21,2525.117063318308
22,2525.117063318308
23,2515.21810285636
24,2515.21810285636
25,2515.21810285636
26,2515.21810285636
27,2515.21810285636
28,2515.21810285636
29,2515.21810285636
30,2515.21810285636
31,2505.089790677927
32,2505.089790677927
33,2494.5476468171096
34,2494.496956938408
35,2494.496956938408
36,2494.496956938408
37,2494.496956938408
38,2494.496956938408
39,2494.496956938408
40,2494.496956938408
41,2494.496956938408
42,2484.2123367006243
43,2484.2123367006243
44,2484.2123367006243
45,2484.2123367006243
46,2484.2123367006243
47,2484.2123367006243
48,2484.2123367006243
49,2484.2123367006243
50,2483.866966582692
51,2483.866966582692
52,2474.856455400317
53,2474.856455400317
54,2473.39288082194
55,2473.39288082194
56,2473.39288082194
57,2473.39288082194
58,2473.39288082194
59,2473.39288082194
60,2473.39288082194
61,2473.39288082194
62,2473.39288082194
63,2473.39288082194
64,2473.39288082194
65,2473.39288082194
66,2473.39288082194
67,2473.39288082194
68,2473.39288082194
69,2473.39288082194
70,2473.39288082194
71,2473.39288082194
72,2473.39288082194
73,2473.39288082194
74,2473.39288082194
75,2473.39288082194
76,2463.9501782004163
77,2463.9501782004163
78,2463.9501782004163
79,2463.9501782004163
80,2463.9501782004163
81,2463.9501782004163
82,2463.9501782004163
83,2463.8012927203677
84,2463.8012927203677
85,2463.8012927203677
86,2463.8012927203677
87,2463.8012927203677
88,2463.8012927203677
89,2463.8012927203677
90,2463.8012927203677
91,2463.8012927203677
92,2463.8012927203677
93,2463.8012927203677
94,2463.8012927203677
95,2463.8012927203677
96,2463.8012927203677
97,2463.8012927203677
98,2463.8012927203677
99,2463.8012927203677
100,2463.8012927203677
101,2463.8012927203677
